Rank;Joueur;Nationalité;Position du joueur;Équipe;Compétition;Âge;Année de naissance;Match joué;Match commencé;Minutes jouées;Minutes jouées (90min);But;Passe décisive;But et passe décisive;But sans le pénalty;Pénalty  réussi;Pénalty raté;Carton jaune;Carton rouge;But attendus;But sans pénalty attendu;Passe décisive attendu;But et passe décisive attendue hors penalty;Progression ballon;Progression passe;Progression dribble;But mis par 90 minutes;Passe décisive faite par 90 minutes;But et passe décisive mis par 90 minutes;But mis par 90 minutes sans les pénalty;But et passe décisive mis par 90 minutes sans pénalty;But attendu pour 90 minutes;Passe décisive attendus pour 90 minutes;Nombre de but et de passe décisive attendus pour 90 minutes;But attendu pour 90 minutes sans penalty;Nombre de but et de passe décisive attendus pour 90 minutes sans penalty
1471;Jefferson Lerma;COL;MF,DF;Crystal Palace;eng Premier League;28;1994;28;27;2400;26.7;1;1;2;1;0;0;8;0;2.7;2.7;2.2;4.8;14;106;51;0.04;0.04;0.07;0.04;0.07;0.10;0.08;0.18;0.10;0.18
1472;Léo Leroy;FRA;MF;Montpellier;fr Ligue 1;23;2000;21;3;499;5.5;0;1;1;0;0;0;4;0;0.8;0.8;0.7;1.5;8;21;9;0.00;0.18;0.18;0.00;0.18;0.15;0.13;0.28;0.15;0.28
1473;Robert Lewandowski;POL;FW;Barcelona;es La Liga;34;1988;35;32;2750;30.6;19;8;27;15;4;4;5;0;18.1;15.0;4.9;19.9;43;64;168;0.62;0.26;0.88;0.49;0.75;0.59;0.16;0.75;0.49;0.65
1474;Jamie Leweling;GER;FW,MF;Stuttgart;de Bundesliga;22;2001;34;17;1523;16.9;4;4;8;4;0;0;3;0;6.1;6.1;3.2;9.3;65;35;172;0.24;0.24;0.47;0.24;0.47;0.36;0.19;0.55;0.36;0.55
1475;Rico Lewis;ENG;DF,MF;Manchester City;eng Premier League;18;2004;16;8;809;9.0;2;0;2;2;0;0;1;0;0.6;0.6;1.1;1.8;21;33;46;0.22;0.00;0.22;0.22;0.22;0.07;0.12;0.19;0.07;0.19
1476;Keane Lewis-Potter;ENG;FW,DF;Brentford;eng Premier League;22;2001;30;15;1441;16.0;3;1;4;3;0;0;0;0;6.3;6.3;1.7;8.0;56;32;135;0.19;0.06;0.25;0.19;0.25;0.39;0.11;0.50;0.39;0.50
1477;Philipp Lienhart;AUT;DF;Freiburg;de Bundesliga;27;1996;15;14;1265;14.1;1;0;1;1;0;0;3;0;1.1;1.1;1.1;2.2;14;53;3;0.07;0.00;0.07;0.07;0.07;0.08;0.08;0.16;0.08;0.16
1478;Matthijs de Ligt;NED;DF;Bayern Munich;de Bundesliga;23;1999;22;16;1390;15.4;2;0;2;2;0;0;5;0;1.7;1.7;0.1;1.9;16;98;6;0.13;0.00;0.13;0.13;0.13;0.11;0.01;0.12;0.11;0.12
1479;Victor Lindelöf;SWE;DF;Manchester Utd;eng Premier League;29;1994;19;14;1328;14.8;1;1;2;1;0;0;2;0;0.8;0.8;0.3;1.1;17;40;17;0.07;0.07;0.14;0.07;0.14;0.05;0.02;0.07;0.05;0.07
1480;Jesper Lindstrøm;DEN;FW,MF;Napoli;it Serie A;23;2000;22;2;430;4.8;0;0;0;0;0;0;2;0;0.7;0.7;1.0;1.7;16;16;34;0.00;0.00;0.00;0.00;0.00;0.14;0.22;0.36;0.14;0.36
1481;Jesper Lindstrøm;DEN;FW;Eint Frankfurt;de Bundesliga;23;2000;1;1;83;0.9;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;2;1;9;0.00;0.00;0.00;0.00;0.00;0.20;0.00;0.20;0.20;0.20
1482;Karol Linetty;POL;MF;Torino;it Serie A;28;1995;28;19;1858;20.6;0;0;0;0;0;0;12;0;0.5;0.5;0.8;1.4;31;87;25;0.00;0.00;0.00;0.00;0.00;0.02;0.04;0.07;0.02;0.07
1483;Samuel Lino;BRA;DF,MF;Atlético Madrid;es La Liga;23;1999;34;25;2080;23.1;4;5;9;4;0;0;1;0;5.6;5.6;4.7;10.3;131;84;215;0.17;0.22;0.39;0.17;0.39;0.24;0.21;0.45;0.24;0.45
1484;Luca Lipani;ITA;MF;Sassuolo;it Serie A;18;2005;8;5;384;4.3;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;6;20;3;0.00;0.00;0.00;0.00;0.00;0.02;0.05;0.07;0.02;0.07
1485;Pol Lirola;ESP;DF;Frosinone;it Serie A;25;1997;25;18;1536;17.1;2;1;3;2;0;0;1;0;1.3;1.3;1.1;2.4;30;65;59;0.12;0.06;0.18;0.12;0.18;0.08;0.06;0.14;0.08;0.14
1486;Marcin Listkowski;POL;FW;Lecce;it Serie A;25;1998;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.47;0.00;0.47;0.47;0.47
1487;Valentino Livramento;ENG;DF;Newcastle Utd;eng Premier League;20;2002;26;12;1314;14.6;1;0;1;1;0;0;1;0;0.4;0.4;0.8;1.2;44;61;76;0.07;0.00;0.07;0.07;0.07;0.03;0.05;0.08;0.03;0.08
1488;Dejan Ljubicic;AUT;MF,FW;Köln;de Bundesliga;25;1997;26;24;2048;22.8;0;2;2;0;0;0;6;0;1.9;1.9;3.0;4.9;41;84;73;0.00;0.09;0.09;0.00;0.09;0.08;0.13;0.22;0.08;0.22
1489;Javier Llabrés;ESP;MF,FW;Mallorca;es La Liga;20;2002;16;1;247;2.7;1;0;1;1;0;0;1;0;0.7;0.7;0.3;1.0;9;5;30;0.36;0.00;0.36;0.36;0.36;0.25;0.11;0.37;0.25;0.37
1490;Diego Llorente;ESP;DF;Roma;it Serie A;29;1993;29;27;2170;24.1;1;1;2;1;0;0;5;0;0.3;0.3;0.6;0.9;20;75;5;0.04;0.04;0.08;0.04;0.08;0.01;0.02;0.04;0.01;0.04
1491;Marcos Llorente;ESP;MF,DF;Atlético Madrid;es La Liga;28;1995;37;29;2565;28.5;6;4;10;6;0;0;5;0;4.1;4.1;5.6;9.7;71;106;179;0.21;0.14;0.35;0.21;0.35;0.14;0.20;0.34;0.14;0.34
1492;Gautier Lloris;FRA;DF;Le Havre;fr Ligue 1;28;1995;31;31;2778;30.9;2;0;2;2;0;0;2;0;2.1;2.1;0.2;2.3;13;105;5;0.06;0.00;0.06;0.06;0.06;0.07;0.01;0.07;0.07;0.07
1493;Abou Lô;SEN;MF,DF;Metz;fr Ligue 1;23;2000;6;2;197;2.2;0;0;0;0;0;0;0;1;0.1;0.1;0.3;0.5;0;4;2;0.00;0.00;0.00;0.00;0.00;0.06;0.16;0.22;0.06;0.22
1494;Giovani Lo Celso;ARG;MF;Tottenham;eng Premier League;27;1996;22;4;506;5.6;2;2;4;2;0;0;2;0;0.6;0.6;1.9;2.5;25;68;29;0.36;0.36;0.71;0.36;0.71;0.10;0.34;0.45;0.10;0.45
1495;Stanislav Lobotka;SVK;MF;Napoli;it Serie A;28;1994;38;38;3282;36.5;0;1;1;0;0;0;4;0;0.6;0.6;1.3;1.9;29;188;34;0.00;0.03;0.03;0.00;0.03;0.02;0.04;0.05;0.02;0.05
1496;Manuel Locatelli;ITA;MF;Juventus;it Serie A;25;1998;36;34;3008;33.4;1;4;5;1;0;0;6;0;1.3;1.3;1.4;2.7;21;232;26;0.03;0.12;0.15;0.03;0.15;0.04;0.04;0.08;0.04;0.08
1497;Bradley Locko;FRA;DF;Brest;fr Ligue 1;21;2002;33;33;2959;32.9;0;3;3;0;0;0;5;0;0.3;0.3;1.6;1.9;83;129;162;0.00;0.09;0.09;0.00;0.09;0.01;0.05;0.06;0.01;0.06
1498;Tom Lockyer;WAL;DF;Luton Town;eng Premier League;28;1994;14;14;1169;13.0;1;1;2;1;0;0;4;0;1.1;1.1;0.6;1.7;6;37;2;0.08;0.08;0.15;0.08;0.15;0.08;0.05;0.13;0.08;0.13
1499;Renan Lodi;BRA;DF;Marseille;fr Ligue 1;25;1998;14;14;1235;13.7;0;0;0;0;0;0;6;0;0.3;0.3;1.3;1.6;25;51;77;0.00;0.00;0.00;0.00;0.00;0.02;0.10;0.12;0.02;0.12
1500;Ruben Loftus-Cheek;ENG;MF;Milan;it Serie A;27;1996;29;26;2068;23.0;6;1;7;6;0;0;5;0;3.7;3.7;2.4;6.1;73;74;113;0.26;0.04;0.30;0.26;0.30;0.16;0.10;0.26;0.16;0.26
1501;Andy Logbo;FRA;FW;Le Havre;fr Ligue 1;19;2004;10;2;248;2.8;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.5;1;2;7;0.00;0.00;0.00;0.00;0.00;0.12;0.04;0.16;0.12;0.16
1502;Enzo Loiodice;FRA;MF;Las Palmas;es La Liga;22;2000;34;19;1790;19.9;0;1;1;0;0;0;2;0;0.5;0.5;1.3;1.9;27;97;72;0.00;0.05;0.05;0.00;0.05;0.03;0.07;0.09;0.03;0.09
1503;Sean Longstaff;ENG;MF;Newcastle Utd;eng Premier League;25;1997;35;30;2747;30.5;6;2;8;6;0;0;7;0;6.6;6.6;2.3;8.8;24;145;116;0.20;0.07;0.26;0.20;0.26;0.22;0.07;0.29;0.22;0.29
1504;Ademola Lookman;NGA;FW,MF;Atalanta;it Serie A;25;1997;31;22;1894;21.0;11;7;18;11;0;0;4;0;9.1;9.1;5.2;14.3;72;97;222;0.52;0.33;0.86;0.52;0.86;0.43;0.25;0.68;0.43;0.68
1505;Noah Loosli;SUI;DF;Bochum;de Bundesliga;26;1997;10;2;346;3.8;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;6;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1506;Anthony Lopes;POR;GK;Lyon;fr Ligue 1;32;1990;31;31;2790;31.0;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
1507;David López;ESP;DF;Girona;es La Liga;33;1989;25;25;1965;21.8;3;0;3;3;0;0;4;0;2.1;1.9;0.2;2.1;15;54;1;0.14;0.00;0.14;0.14;0.14;0.10;0.01;0.11;0.09;0.10
1508;Diego López;ESP;MF,FW;Valencia;es La Liga;21;2002;36;30;2656;29.5;3;6;9;3;0;0;2;0;3.7;3.7;5.4;9.1;75;73;180;0.10;0.20;0.30;0.10;0.30;0.12;0.18;0.31;0.12;0.31
1509;Fermin López;ESP;MF,FW;Barcelona;es La Liga;20;2003;31;14;1446;16.1;8;0;8;8;0;0;2;0;7.5;7.5;1.1;8.6;42;76;93;0.50;0.00;0.50;0.50;0.50;0.47;0.07;0.54;0.47;0.54
1510;Javi López;ESP;DF;Alavés;es La Liga;21;2002;32;25;2386;26.5;1;3;4;1;0;0;3;0;0.9;0.9;3.0;4.0;53;92;120;0.04;0.11;0.15;0.04;0.15;0.04;0.11;0.15;0.04;0.15
1511;Maxime Lopez;FRA;MF;Fiorentina;it Serie A;25;1997;19;7;800;8.9;0;0;0;0;0;0;1;0;0.2;0.2;0.6;0.8;14;48;11;0.00;0.00;0.00;0.00;0.00;0.02;0.06;0.08;0.02;0.08
1512;Maxime Lopez;FRA;MF;Sassuolo;it Serie A;25;1997;2;2;140;1.6;0;0;0;0;0;0;0;1;0.0;0.0;0.2;0.2;2;18;4;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.11;0.00;0.11
1513;Pau López;ESP;GK;Marseille;fr Ligue 1;28;1994;33;33;2939;32.7;0;0;0;0;0;0;1;0;0.0;0.0;0.5;0.5;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
1514;Unai López;ESP;MF;Rayo Vallecano;es La Liga;27;1995;35;28;2108;23.4;1;2;3;1;0;0;8;0;1.1;1.1;2.5;3.7;32;116;59;0.04;0.09;0.13;0.04;0.13;0.05;0.11;0.16;0.05;0.16
1515;Dion Lopy;SEN;MF;Almería;es La Liga;21;2002;30;23;1916;21.3;0;0;0;0;0;0;5;0;1.3;1.3;1.2;2.4;23;90;19;0.00;0.00;0.00;0.00;0.00;0.06;0.05;0.11;0.06;0.11
1516;Anthony Losilla;FRA;MF;Bochum;de Bundesliga;37;1986;31;31;2576;28.6;1;2;3;1;0;0;10;0;2.3;2.3;1.5;3.7;11;100;42;0.03;0.07;0.10;0.03;0.10;0.08;0.05;0.13;0.08;0.13
1517;Jordan Lotomba;SUI;DF;Nice;fr Ligue 1;24;1998;28;21;1804;20.0;1;0;1;1;0;0;4;0;0.9;0.9;1.1;2.0;36;52;40;0.05;0.00;0.05;0.05;0.05;0.04;0.05;0.10;0.04;0.10
1518;Tom Louchet;FRA;MF,DF;Nice;fr Ligue 1;20;2003;13;3;409;4.5;1;1;2;1;0;0;1;0;1.0;1.0;0.7;1.7;6;18;40;0.22;0.22;0.44;0.22;0.44;0.23;0.16;0.38;0.23;0.38
1519;Imran Louza;MAR;MF;Lorient;fr Ligue 1;24;1999;14;10;863;9.6;1;3;4;1;0;0;1;0;1.1;1.1;2.5;3.6;19;83;36;0.10;0.31;0.42;0.10;0.42;0.11;0.27;0.37;0.11;0.37
1520;Matteo Lovato;ITA;DF;Torino;it Serie A;23;2000;13;6;544;6.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
1521;Matteo Lovato;ITA;DF;Salernitana;it Serie A;23;2000;13;11;947;10.5;0;0;0;0;0;0;2;0;0.0;0.0;0.2;0.2;1;29;1;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02
1522;Dejan Lovren;CRO;DF;Lyon;fr Ligue 1;34;1989;10;8;718;8.0;0;0;0;0;0;0;2;1;0.4;0.4;0.0;0.5;5;20;1;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06
1523;Sandi Lovrić;SVN;MF;Udinese;it Serie A;25;1998;29;21;1987;22.1;1;3;4;1;0;0;1;1;3.5;3.5;3.3;6.8;52;80;80;0.05;0.14;0.18;0.05;0.18;0.16;0.15;0.31;0.16;0.31
1524;Max Lowe;ENG;DF,MF;Sheffield Utd;eng Premier League;26;1997;10;4;503;5.6;0;0;0;0;0;0;1;0;0.6;0.6;0.7;1.3;5;12;11;0.00;0.00;0.00;0.00;0.00;0.10;0.13;0.23;0.10;0.23
1525;Anthony Lozano;HON;MF,FW;Getafe;es La Liga;30;1993;6;0;92;1.0;0;0;0;0;0;0;1;0;0.2;0.2;0.3;0.4;0;1;6;0.00;0.00;0.00;0.00;0.00;0.18;0.25;0.43;0.18;0.43
1526;Anthony Lozano;HON;FW;Almería;es La Liga;30;1993;13;10;772;8.6;3;0;3;3;0;0;1;0;3.3;3.3;0.7;4.0;12;16;24;0.35;0.00;0.35;0.35;0.35;0.38;0.08;0.46;0.38;0.46
1527;Lucas;BRA;DF;Cádiz;es La Liga;22;2001;28;15;1539;17.1;1;0;1;1;0;0;6;0;0.8;0.8;1.9;2.7;30;47;65;0.06;0.00;0.06;0.06;0.06;0.05;0.11;0.16;0.05;0.16
1528;Lorenzo Lucca;ITA;FW;Udinese;it Serie A;22;2000;37;30;2592;28.8;8;4;12;8;0;0;6;0;7.8;7.8;1.6;9.4;10;18;118;0.28;0.14;0.42;0.28;0.42;0.27;0.06;0.33;0.27;0.33
1529;Jhon Lucumí;COL;DF;Bologna;it Serie A;25;1998;29;23;2217;24.6;0;0;0;0;0;0;1;0;0.8;0.8;0.3;1.1;28;93;4;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.04;0.03;0.04
1530;José Luis Gayà;ESP;DF;Valencia;es La Liga;28;1995;24;22;1791;19.9;1;2;3;1;0;0;2;0;0.5;0.5;2.6;3.1;41;72;97;0.05;0.10;0.15;0.05;0.15;0.02;0.13;0.15;0.02;0.15
1531;José Luis Morales;ESP;FW,MF;Villarreal;es La Liga;36;1987;29;8;1048;11.6;7;0;7;7;0;0;0;0;5.6;5.6;0.6;6.1;29;17;79;0.60;0.00;0.60;0.60;0.60;0.48;0.05;0.52;0.48;0.52
1532;José Luis Palomino;ARG;DF;Atalanta;it Serie A;33;1990;4;0;27;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1533;Douglas Luiz;BRA;MF;Aston Villa;eng Premier League;25;1998;35;35;2993;33.3;9;5;14;5;4;4;12;0;6.9;3.8;5.4;9.2;60;168;50;0.27;0.15;0.42;0.15;0.30;0.21;0.16;0.37;0.11;0.28
1534;Romelu Lukaku;BEL;FW;Roma;it Serie A;30;1993;32;30;2641;29.3;13;3;16;13;0;1;5;1;9.8;9.0;2.4;11.4;37;37;234;0.44;0.10;0.55;0.44;0.55;0.33;0.08;0.42;0.31;0.39
1535;Castello Lukeba;FRA;DF;RB Leipzig;de Bundesliga;20;2002;32;24;2191;24.3;1;0;1;1;0;0;3;0;0.8;0.8;0.1;0.9;23;107;9;0.04;0.00;0.04;0.04;0.04;0.03;0.01;0.04;0.03;0.04
1536;Dodi Lukebakio;BEL;FW,MF;Sevilla;es La Liga;25;1997;23;12;1125;12.5;5;1;6;5;0;0;0;0;5.6;5.6;0.7;6.2;48;26;116;0.40;0.08;0.48;0.40;0.48;0.45;0.05;0.50;0.45;0.50
1537;Saša Lukić;SRB;MF;Fulham;eng Premier League;26;1996;24;13;1122;12.5;1;0;1;1;0;0;3;0;1.6;1.6;0.8;2.4;12;43;27;0.08;0.00;0.08;0.08;0.08;0.13;0.06;0.19;0.13;0.19
1538;Karlo Lulić;CRO;MF;Frosinone;it Serie A;27;1996;1;0;19;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1539;Andriy Lunin;UKR;GK;Real Madrid;es La Liga;24;1999;21;21;1890;21.0;0;0;0;0;0;0;2;0;0.0;0.0;0.3;0.3;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
1540;Sebastiano Luperto;ITA;DF;Empoli;it Serie A;26;1996;38;38;3406;37.8;1;1;2;1;0;0;4;0;1.7;1.7;1.0;2.7;13;100;13;0.03;0.03;0.05;0.03;0.05;0.04;0.03;0.07;0.04;0.07
1541;Mateus Lusuardi;BRA;DF;Frosinone;it Serie A;19;2004;4;3;219;2.4;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;2;12;0;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03
1542;Andreas Luthe;GER;GK;Bochum;de Bundesliga;36;1987;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1543;Zito Luvumbo;ANG;FW,MF;Cagliari;it Serie A;21;2002;30;19;1946;21.6;4;5;9;4;0;0;5;0;4.0;4.0;3.1;7.1;85;21;181;0.18;0.23;0.42;0.18;0.42;0.18;0.14;0.33;0.18;0.33
1544;Charalambos Lykogiannis;GRE;DF;Bologna;it Serie A;29;1993;22;10;904;10.0;2;1;3;2;0;0;2;0;1.3;1.3;1.6;2.9;36;35;41;0.20;0.10;0.30;0.20;0.30;0.13;0.16;0.29;0.13;0.29
1545;Senne Lynen;BEL;MF;Werder Bremen;de Bundesliga;24;1999;32;20;1797;20.0;0;3;3;0;0;0;6;0;0.4;0.4;1.8;2.2;10;66;28;0.00;0.15;0.15;0.00;0.15;0.02;0.09;0.11;0.02;0.11
1546;Joshua M'Bahia;CIV;MF;Clermont Foot;fr Ligue 1;18;2005;1;0;14;0.2;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.21;0.21;0.00;0.21
1547;Othmane Maamma;FRA;FW;Montpellier;fr Ligue 1;17;2005;2;1;88;1.0;1;0;1;1;0;0;0;0;0.3;0.3;0.5;0.7;7;2;3;1.02;0.00;1.02;1.02;1.02;0.27;0.47;0.74;0.27;0.74
1548;Ian Maatsen;NED;FW,MF;Chelsea;eng Premier League;21;2002;12;1;209;2.3;0;0;0;0;0;0;1;0;0.8;0.8;0.1;0.9;9;8;15;0.00;0.00;0.00;0.00;0.00;0.35;0.04;0.39;0.35;0.39
1549;Ian Maatsen;NED;DF;Dortmund;de Bundesliga;21;2002;16;15;1264;14.0;2;2;4;2;0;0;5;0;0.9;0.9;1.4;2.3;41;80;49;0.14;0.14;0.28;0.14;0.28;0.07;0.10;0.17;0.07;0.17
1550;Alexis Mac Allister;ARG;MF;Liverpool;eng Premier League;24;1998;33;31;2599;28.9;5;5;10;4;1;1;7;1;3.7;2.9;3.6;6.4;44;209;48;0.17;0.17;0.35;0.14;0.31;0.13;0.12;0.25;0.10;0.22
1551;Deiver Machado;COL;DF;Lens;fr Ligue 1;29;1993;19;13;1124;12.5;4;0;4;4;0;0;4;0;1.7;1.7;1.3;2.9;22;26;74;0.32;0.00;0.32;0.32;0.32;0.13;0.10;0.24;0.13;0.24
1552;Darwin Machís;VEN;MF;Cádiz;es La Liga;30;1993;21;10;785;8.7;4;0;4;3;1;1;0;1;1.4;0.6;0.7;1.3;20;15;54;0.46;0.00;0.46;0.34;0.34;0.16;0.08;0.24;0.07;0.15
1553;James Maddison;ENG;MF;Tottenham;eng Premier League;26;1996;28;26;2135;23.7;4;9;13;4;0;0;5;0;6.4;6.4;5.9;12.4;58;224;156;0.17;0.38;0.55;0.17;0.55;0.27;0.25;0.52;0.27;0.52
1554;Noni Madueke;ENG;FW;Chelsea;eng Premier League;21;2002;23;13;1053;11.7;5;2;7;4;1;1;2;0;2.5;1.7;2.6;4.3;76;52;136;0.43;0.17;0.60;0.34;0.51;0.21;0.23;0.44;0.14;0.37
1555;Pablo Maffeo;ESP;DF;Mallorca;es La Liga;26;1997;22;17;1454;16.2;1;2;3;1;0;0;3;1;0.8;0.8;0.9;1.7;38;41;68;0.06;0.12;0.19;0.06;0.19;0.05;0.05;0.10;0.05;0.10
1556;Gabriel Magalhães;BRA;DF;Arsenal;eng Premier League;25;1997;36;34;3044;33.8;4;0;4;4;0;0;4;0;4.3;4.3;0.7;5.0;13;117;8;0.12;0.00;0.12;0.12;0.12;0.13;0.02;0.15;0.13;0.15
1557;Soungoutou Magassa;FRA;DF,MF;Monaco;fr Ligue 1;19;2003;21;15;1346;15.0;0;0;0;0;0;0;7;0;0.6;0.6;0.1;0.8;7;92;13;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.05;0.04;0.05
1558;Giulio Maggiore;ITA;MF;Salernitana;it Serie A;25;1998;27;20;1800;20.0;4;2;6;4;0;0;9;1;2.3;2.3;1.1;3.4;8;64;25;0.20;0.10;0.30;0.20;0.30;0.11;0.06;0.17;0.11;0.17
1559;Matej Maglica;CRO;DF;Darmstadt 98;de Bundesliga;24;1998;26;21;1698;18.9;1;0;1;1;0;0;7;2;0.6;0.6;0.7;1.2;11;62;5;0.05;0.00;0.05;0.05;0.05;0.03;0.03;0.06;0.03;0.06
1560;Giangiacomo Magnani;ITA;DF;Hellas Verona;it Serie A;27;1995;33;27;2444;27.2;0;0;0;0;0;0;6;0;0.5;0.5;0.2;0.8;15;79;10;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
1561;Hugo Magnetti;FRA;MF;Brest;fr Ligue 1;25;1998;33;30;2340;26.0;2;0;2;2;0;0;6;0;2.4;2.4;1.8;4.3;36;101;61;0.08;0.00;0.08;0.08;0.08;0.09;0.07;0.16;0.09;0.16
1562;Yohann Magnin;FRA;MF;Clermont Foot;fr Ligue 1;26;1997;31;17;1687;18.7;1;0;1;1;0;0;2;0;1.6;1.6;0.7;2.3;14;71;47;0.05;0.00;0.05;0.05;0.05;0.09;0.04;0.12;0.09;0.12
1563;Frank Magri;CMR;FW,MF;Toulouse;fr Ligue 1;23;1999;29;14;1438;16.0;5;2;7;5;0;0;5;0;3.1;3.1;1.6;4.7;31;34;121;0.31;0.13;0.44;0.31;0.44;0.19;0.10;0.29;0.19;0.29
1564;Harry Maguire;ENG;DF;Manchester Utd;eng Premier League;30;1993;22;18;1653;18.4;2;2;4;2;0;0;4;0;2.0;2.0;1.2;3.3;20;73;2;0.11;0.11;0.22;0.11;0.22;0.11;0.07;0.18;0.11;0.18
1565;Jon Magunacelaya;ESP;FW,MF;Real Sociedad;es La Liga;23;2000;5;1;121;1.3;0;0;0;0;0;0;0;0;0.3;0.3;0.5;0.7;2;2;10;0.00;0.00;0.00;0.00;0.00;0.21;0.34;0.55;0.21;0.55
1566;Adel Mahamoud;COM;FW;Nantes;fr Ligue 1;20;2003;1;0;10;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1567;Arne Maier;GER;MF;Augsburg;de Bundesliga;24;1999;22;10;1003;11.1;2;4;6;2;0;0;0;0;1.5;1.5;2.3;3.9;17;64;66;0.18;0.36;0.54;0.18;0.54;0.14;0.21;0.35;0.14;0.35
1568;Habib Maïga;CIV;MF,FW;Metz;fr Ligue 1;27;1996;7;1;147;1.6;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;3;1;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07
1569;Mike Maignan;FRA;GK;Milan;it Serie A;28;1995;29;29;2609;29.0;0;1;1;0;0;0;1;1;0.0;0.0;0.3;0.3;0;0;0;0.00;0.03;0.03;0.00;0.03;0.00;0.01;0.01;0.00;0.01
1570;Linton Maina;GER;FW,MF;Köln;de Bundesliga;24;1999;31;21;1901;21.1;1;3;4;1;0;0;4;0;1.9;1.9;3.1;5.0;109;61;169;0.05;0.14;0.19;0.05;0.19;0.09;0.15;0.24;0.09;0.24
1571;Patrick Mainka;GER;DF;Heidenheim;de Bundesliga;28;1994;34;34;3060;34.0;2;0;2;2;0;0;1;0;3.2;3.2;0.1;3.2;33;122;6;0.06;0.00;0.06;0.06;0.06;0.09;0.00;0.09;0.09;0.09
1572;Kobbie Mainoo;ENG;MF;Manchester Utd;eng Premier League;18;2005;24;24;1924;21.4;3;1;4;3;0;0;3;0;0.9;0.9;0.7;1.6;25;64;36;0.14;0.05;0.19;0.14;0.19;0.04;0.03;0.07;0.04;0.07
1573;Ainsley Maitland-Niles;ENG;DF,MF;Lyon;fr Ligue 1;25;1997;23;16;1432;15.9;1;4;5;0;1;1;1;1;3.0;2.2;2.1;4.2;26;76;82;0.06;0.25;0.31;0.00;0.25;0.19;0.13;0.32;0.14;0.27
1574;Radosław Majecki;POL;GK;Monaco;fr Ligue 1;23;1999;12;12;1080;12.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1575;Lovro Majer;CRO;MF;Rennes;fr Ligue 1;25;1998;1;0;16;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;1;0;1;0.00;0.00;0.00;0.00;0.00;0.14;1.39;1.52;0.14;1.52
1576;Lovro Majer;CRO;MF,FW;Wolfsburg;de Bundesliga;25;1998;32;25;2106;23.4;5;5;10;3;2;2;5;0;5.4;3.8;3.2;7.0;61;124;140;0.21;0.21;0.43;0.13;0.34;0.23;0.14;0.37;0.16;0.30
1577;Jean-Victor Makengo;FRA;MF,FW;Lorient;fr Ligue 1;25;1998;11;5;479;5.3;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;11;28;17;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.05;0.05;0.05
