Rank;Joueur;Nationalité;Position du joueur;Équipe;Compétition;Âge;Année de naissance;Match joué;Match commencé;Minutes jouées;Minutes jouées (90min);But;Passe décisive;But et passe décisive;But sans le pénalty;Pénalty  réussi;Pénalty raté;Carton jaune;Carton rouge;But attendus;But sans pénalty attendu;Passe décisive attendu;But et passe décisive attendue hors penalty;Progression ballon;Progression passe;Progression dribble;But mis par 90 minutes;Passe décisive faite par 90 minutes;But et passe décisive mis par 90 minutes;But mis par 90 minutes sans les pénalty;But et passe décisive mis par 90 minutes sans pénalty;But attendu pour 90 minutes;Passe décisive attendus pour 90 minutes;Nombre de but et de passe décisive attendus pour 90 minutes;But attendu pour 90 minutes sans penalty;Nombre de but et de passe décisive attendus pour 90 minutes sans penalty
1363;Amadou Koné;MLI;MF;Reims;fr Ligue 1;18;2005;16;4;475;5.3;0;0;0;0;0;0;4;1;0.3;0.3;0.2;0.4;2;28;2;0.00;0.00;0.00;0.00;0.00;0.05;0.03;0.08;0.05;0.08
1364;Ibrahima Koné;MLI;FW;Almería;es La Liga;24;1999;9;2;277;3.1;0;0;0;0;0;0;0;0;0.4;0.4;0.1;0.5;5;3;18;0.00;0.00;0.00;0.00;0.00;0.14;0.03;0.17;0.14;0.17
1365;Ibrahima Koné;MLI;FW;Lorient;fr Ligue 1;24;1999;1;0;32;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1366;Manu Koné;FRA;MF;Gladbach;de Bundesliga;22;2001;22;18;1561;17.3;1;0;1;1;0;0;4;1;1.2;1.2;1.2;2.4;42;70;56;0.06;0.00;0.06;0.06;0.06;0.07;0.07;0.14;0.07;0.14
1367;Ezri Konsa;ENG;DF;Aston Villa;eng Premier League;25;1997;35;35;3069;34.1;1;0;1;1;0;0;5;0;2.5;2.5;0.5;3.0;37;136;33;0.03;0.00;0.03;0.03;0.03;0.07;0.02;0.09;0.07;0.09
1368;Teun Koopmeiners;NED;MF;Atalanta;it Serie A;25;1998;34;29;2627;29.2;12;5;17;10;2;2;5;0;6.5;5.0;5.9;10.9;79;169;190;0.41;0.17;0.58;0.34;0.51;0.22;0.20;0.43;0.17;0.37
1369;Odilon Kossonou;CIV;DF;Leverkusen;de Bundesliga;22;2001;22;21;1811;20.1;1;0;1;1;0;0;3;0;0.6;0.6;0.7;1.3;48;141;23;0.05;0.00;0.05;0.05;0.05;0.03;0.03;0.06;0.03;0.06
1370;Filip Kostić;SRB;DF;Juventus;it Serie A;30;1992;29;26;1815;20.2;0;4;4;0;0;0;2;0;0.7;0.7;5.4;6.1;64;88;95;0.00;0.20;0.20;0.00;0.20;0.03;0.27;0.30;0.03;0.30
1371;Christian Kouamé;CIV;FW;Fiorentina;it Serie A;25;1997;23;11;1089;12.1;2;1;3;2;0;0;0;0;1.9;1.9;1.8;3.7;12;41;110;0.17;0.08;0.25;0.17;0.25;0.16;0.15;0.31;0.16;0.31
1372;Rominigue Kouamé;MLI;MF;Cádiz;es La Liga;26;1996;16;9;821;9.1;0;0;0;0;0;0;2;0;0.3;0.3;0.1;0.4;16;34;5;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.04;0.03;0.04
1373;Koffi Kouao;CIV;DF;Metz;fr Ligue 1;25;1998;13;10;860;9.6;0;2;2;0;0;0;2;0;0.2;0.2;1.5;1.7;10;29;29;0.00;0.21;0.21;0.00;0.21;0.02;0.16;0.18;0.02;0.18
1374;Tomáš Koubek;CZE;GK;Augsburg;de Bundesliga;30;1992;3;3;270;3.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1375;Therence Koudou;FRA;DF;Reims;fr Ligue 1;18;2004;9;3;314;3.5;0;0;0;0;0;0;3;0;0.1;0.1;0.3;0.3;8;14;21;0.00;0.00;0.00;0.00;0.00;0.02;0.07;0.09;0.02;0.09
1376;Jules Koundé;FRA;DF;Barcelona;es La Liga;24;1998;35;32;2899;32.2;1;2;3;1;0;0;4;0;2.0;2.0;2.2;4.2;67;245;64;0.03;0.06;0.09;0.03;0.09;0.06;0.07;0.13;0.06;0.13
1377;Boubakar Kouyaté;MLI;DF;Montpellier;fr Ligue 1;26;1997;23;22;1928;21.4;0;2;2;0;0;0;5;1;0.8;0.8;1.3;2.1;4;58;3;0.00;0.09;0.09;0.00;0.09;0.04;0.06;0.10;0.04;0.10
1378;Cheikhou Kouyaté;SEN;MF;Nott'ham Forest;eng Premier League;33;1989;12;2;212;2.4;0;0;0;0;0;0;2;0;0.3;0.3;0.0;0.3;0;5;5;0.00;0.00;0.00;0.00;0.00;0.12;0.02;0.14;0.12;0.14
1379;Mateo Kovačić;CRO;MF;Manchester City;eng Premier League;29;1994;30;16;1551;17.2;1;0;1;1;0;0;4;0;1.3;1.3;1.6;2.9;37;100;38;0.06;0.00;0.06;0.06;0.06;0.07;0.09;0.17;0.07;0.17
1380;Viktor Kovalenko;UKR;MF;Empoli;it Serie A;27;1996;17;4;613;6.8;1;1;2;1;0;0;1;0;0.9;0.9;0.8;1.7;4;20;24;0.15;0.15;0.29;0.15;0.29;0.14;0.12;0.25;0.14;0.25
1381;Matej Kovar;CZE;GK;Leverkusen;de Bundesliga;23;2000;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1382;Dawid Kownacki;POL;FW;Werder Bremen;de Bundesliga;26;1997;22;3;380;4.2;0;0;0;0;0;0;0;0;1.3;1.3;0.4;1.6;5;10;26;0.00;0.00;0.00;0.00;0.00;0.31;0.08;0.39;0.31;0.39
1383;Emil Krafth;SWE;DF;Newcastle Utd;eng Premier League;28;1994;17;8;913;10.1;0;0;0;0;0;0;2;0;0.2;0.2;1.0;1.2;12;29;33;0.00;0.00;0.00;0.00;0.00;0.02;0.10;0.12;0.02;0.12
1384;Alex Král;CZE;MF;Union Berlin;de Bundesliga;25;1998;24;13;1370;15.2;0;0;0;0;0;0;2;0;1.7;1.7;0.4;2.0;15;44;41;0.00;0.00;0.00;0.00;0.00;0.11;0.02;0.13;0.11;0.13
1385;Andrej Kramarić;CRO;MF,FW;Hoffenheim;de Bundesliga;32;1991;30;25;2199;24.4;15;6;21;10;5;5;4;0;11.1;7.1;7.3;14.5;71;119;175;0.61;0.25;0.86;0.41;0.65;0.45;0.30;0.75;0.29;0.59
1386;Christoph Kramer;GER;MF;Gladbach;de Bundesliga;32;1991;14;1;249;2.8;0;0;0;0;0;0;4;0;0.1;0.1;0.1;0.2;10;17;8;0.00;0.00;0.00;0.00;0.00;0.04;0.05;0.09;0.04;0.09
1387;Frans Krätzig;GER;DF;Bayern Munich;de Bundesliga;20;2003;4;0;56;0.6;0;0;0;0;0;0;0;0;0.3;0.3;0.3;0.5;0;7;7;0.00;0.00;0.00;0.00;0.00;0.42;0.42;0.84;0.42;0.84
1388;Tom Krauß;GER;MF;Mainz 05;de Bundesliga;22;2001;29;13;1346;15.0;1;2;3;1;0;0;5;0;0.8;0.8;0.4;1.2;12;68;29;0.07;0.13;0.20;0.07;0.20;0.05;0.03;0.08;0.05;0.08
1389;Rasmus Kristensen;DEN;DF;Roma;it Serie A;26;1997;29;19;1744;19.4;1;1;2;1;0;0;5;0;0.5;0.5;0.9;1.5;16;40;115;0.05;0.05;0.10;0.05;0.10;0.03;0.05;0.08;0.03;0.08
1390;Thomas Kristensen;DEN;DF;Udinese;it Serie A;21;2002;26;23;2096;23.3;0;1;1;0;0;0;4;1;1.1;1.1;0.4;1.5;20;47;3;0.00;0.04;0.04;0.00;0.04;0.05;0.02;0.06;0.05;0.06
1391;Toni Kroos;GER;MF;Real Madrid;es La Liga;33;1990;33;24;2124;23.6;1;8;9;1;0;0;3;0;1.6;1.6;4.9;6.5;32;290;29;0.04;0.34;0.38;0.04;0.38;0.07;0.21;0.28;0.07;0.28
1392;Nikola Krstović;MNE;FW;Lecce;it Serie A;23;2000;35;30;2373;26.4;7;1;8;6;1;3;4;1;11.6;9.2;3.0;12.3;32;52;126;0.27;0.04;0.30;0.23;0.27;0.44;0.11;0.55;0.35;0.46
1393;Rade Krunić;BIH;MF;Milan;it Serie A;29;1993;10;8;687;7.6;0;0;0;0;0;0;3;0;0.1;0.1;0.5;0.6;5;24;3;0.00;0.00;0.00;0.00;0.00;0.02;0.07;0.08;0.02;0.08
1394;Lukas Kübler;GER;DF;Freiburg;de Bundesliga;30;1992;26;22;1847;20.5;1;0;1;1;0;0;7;0;0.6;0.6;0.3;0.9;13;70;32;0.05;0.00;0.05;0.05;0.05;0.03;0.02;0.04;0.03;0.04
1395;Takefusa Kubo;JPN;FW,MF;Real Sociedad;es La Liga;22;2001;30;24;2150;23.9;7;4;11;7;0;0;1;0;3.5;3.5;6.4;9.9;136;89;231;0.29;0.17;0.46;0.29;0.46;0.15;0.27;0.42;0.15;0.42
1397;Mohammed Kudus;GHA;FW,MF;West Ham;eng Premier League;22;2000;33;27;2484;27.6;8;6;14;8;0;0;6;0;5.1;5.1;3.5;8.6;117;80;216;0.29;0.22;0.51;0.29;0.51;0.19;0.13;0.31;0.19;0.31
1398;Christian Kühlwetter;GER;MF;Heidenheim;de Bundesliga;27;1996;1;0;8;0.1;0;1;1;0;0;0;0;0;0.0;0.0;0.6;0.6;1;0;0;0.00;11.25;11.25;0.00;11.25;0.00;6.85;6.85;0.00;6.85
1399;Dejan Kulusevski;SWE;FW,MF;Tottenham;eng Premier League;23;2000;36;31;2762;30.7;8;3;11;8;0;0;7;0;4.7;4.7;7.7;12.4;151;144;388;0.26;0.10;0.36;0.26;0.36;0.15;0.25;0.40;0.15;0.40
1400;Sael Kumbedi;FRA;DF;Lyon;fr Ligue 1;18;2005;17;8;924;10.3;0;1;1;0;0;0;3;0;0.2;0.2;0.7;1.0;19;42;75;0.00;0.10;0.10;0.00;0.10;0.02;0.07;0.09;0.02;0.09
1401;Marash Kumbulla;ALB;DF;Sassuolo;it Serie A;23;2000;7;3;362;4.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;2;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1402;Justin Kumi;ITA;FW;Sassuolo;it Serie A;19;2004;1;0;4;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1403;Layvin Kurzawa;FRA;DF;Paris S-G;fr Ligue 1;30;1992;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1404;Berkan Kutlu;TUR;MF;Genoa;it Serie A;25;1998;6;0;199;2.2;0;0;0;0;0;0;0;0;0.2;0.2;0.3;0.4;4;5;9;0.00;0.00;0.00;0.00;0.00;0.07;0.13;0.20;0.07;0.20
1405;Daler Kuzyaev;RUS;MF;Le Havre;fr Ligue 1;30;1993;30;24;2090;23.2;2;2;4;2;0;0;1;0;1.8;1.8;1.3;3.2;23;119;97;0.09;0.09;0.17;0.09;0.17;0.08;0.06;0.14;0.08;0.14
1406;Khvicha Kvaratskhelia;GEO;FW;Napoli;it Serie A;22;2001;34;32;2737;30.4;11;6;17;11;0;0;8;0;11.1;11.1;6.8;17.9;184;89;266;0.36;0.20;0.56;0.36;0.56;0.37;0.23;0.59;0.36;0.59
1407;Giorgi Kvernadze;GEO;FW,DF;Frosinone;it Serie A;20;2003;5;0;63;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1408;Moritz-Broni Kwarteng;GHA;FW;Bochum;de Bundesliga;25;1998;11;2;281;3.1;0;1;1;0;0;0;1;1;1.0;1.0;0.5;1.6;8;6;24;0.00;0.32;0.32;0.00;0.32;0.33;0.17;0.51;0.33;0.51
1409;Grejohn Kyei;FRA;FW;Clermont Foot;fr Ligue 1;27;1995;26;10;1026;11.4;2;1;3;1;1;1;1;0;4.9;4.1;1.2;5.3;12;30;85;0.18;0.09;0.26;0.09;0.18;0.43;0.11;0.54;0.36;0.47
1410;Giorgos Kyriakopoulos;GRE;DF;Monza;it Serie A;27;1996;28;20;1712;19.0;0;3;3;0;0;0;3;0;1.2;1.2;1.4;2.6;64;70;94;0.00;0.16;0.16;0.00;0.16;0.06;0.07;0.14;0.06;0.14
1411;Luca de la Torre;USA;MF;Celta Vigo;es La Liga;25;1998;31;22;1956;21.7;1;4;5;1;0;0;4;1;2.5;2.5;1.4;3.9;58;93;88;0.05;0.18;0.23;0.05;0.23;0.11;0.07;0.18;0.11;0.18
1412;Gaëtan Laborde;FRA;FW,MF;Nice;fr Ligue 1;29;1994;34;22;1906;21.2;5;2;7;4;1;2;2;0;7.7;6.1;1.8;7.9;33;46;161;0.24;0.09;0.33;0.19;0.28;0.36;0.08;0.45;0.29;0.37
1413;Alexandre Lacazette;FRA;FW;Lyon;fr Ligue 1;32;1991;29;27;2293;25.5;19;2;21;17;2;2;3;1;11.4;9.8;1.9;11.7;22;61;144;0.75;0.08;0.82;0.67;0.75;0.45;0.07;0.52;0.39;0.46
1414;Maxence Lacroix;FRA;DF;Wolfsburg;de Bundesliga;23;2000;28;27;2362;26.2;4;1;5;4;0;0;5;3;0.8;0.8;0.8;1.7;5;79;5;0.15;0.04;0.19;0.15;0.19;0.03;0.03;0.06;0.03;0.06
1415;Alban Lafont;FRA;GK;Nantes;fr Ligue 1;24;1999;28;28;2496;27.7;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1416;Yoel Lago;ESP;DF;Celta Vigo;es La Liga;19;2004;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1417;Aïssa Laïdouni;TUN;MF;Union Berlin;de Bundesliga;26;1996;23;10;1071;11.9;0;3;3;0;0;0;2;0;0.7;0.7;1.0;1.7;24;56;41;0.00;0.25;0.25;0.00;0.25;0.06;0.09;0.14;0.06;0.14
1418;Konrad Laimer;AUT;DF,MF;Bayern Munich;de Bundesliga;26;1997;29;18;1772;19.7;0;3;3;0;0;0;3;0;1.0;1.0;3.9;4.9;62;127;98;0.00;0.15;0.15;0.00;0.15;0.05;0.20;0.25;0.05;0.25
1419;Stefan Lainer;AUT;DF,MF;Gladbach;de Bundesliga;30;1992;15;8;751;8.3;0;1;1;0;0;0;2;0;0.2;0.2;0.7;0.9;15;37;31;0.00;0.12;0.12;0.00;0.12;0.02;0.08;0.11;0.02;0.11
1420;Kenny Lala;MAD;DF;Brest;fr Ligue 1;31;1991;33;33;2970;33.0;2;3;5;2;0;0;7;0;0.5;0.5;3.3;3.8;45;200;98;0.06;0.09;0.15;0.06;0.15;0.01;0.10;0.12;0.01;0.12
1421;Adam Lallana;ENG;MF,FW;Brighton;eng Premier League;35;1988;25;13;850;9.4;0;1;1;0;0;0;2;0;0.8;0.8;1.7;2.5;9;39;55;0.00;0.11;0.11;0.00;0.11;0.09;0.18;0.27;0.09;0.27
1422;Mathis Lambourde;FRA;FW;Rennes;fr Ligue 1;17;2006;1;0;10;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1423;Érik Lamela;ARG;FW,MF;Sevilla;es La Liga;31;1992;13;5;463;5.1;2;0;2;2;0;0;3;0;1.0;1.0;1.0;2.0;11;17;28;0.39;0.00;0.39;0.39;0.39;0.19;0.19;0.38;0.19;0.38
1424;Mohamed Lamine Bayo;GUI;FW;Le Havre;fr Ligue 1;25;1998;22;16;1389;15.4;5;1;6;3;2;2;4;0;7.2;5.7;0.6;6.2;18;20;115;0.32;0.06;0.39;0.19;0.26;0.47;0.04;0.51;0.37;0.40
1425;Didier Lamkel Zé;CMR;FW,MF;Metz;fr Ligue 1;26;1996;9;7;550;6.1;1;0;1;1;0;0;1;0;1.6;1.6;0.9;2.5;15;19;23;0.16;0.00;0.16;0.16;0.16;0.26;0.15;0.41;0.26;0.41
1426;Tariq Lamptey;GHA;DF,FW;Brighton;eng Premier League;22;2000;19;10;914;10.2;0;3;3;0;0;0;3;0;0.4;0.4;1.2;1.7;39;17;64;0.00;0.30;0.30;0.00;0.30;0.04;0.12;0.16;0.04;0.16
1427;Bruno Langa;MOZ;DF;Almería;es La Liga;25;1997;11;9;820;9.1;1;0;1;1;0;0;1;1;0.2;0.2;0.4;0.5;14;25;30;0.11;0.00;0.11;0.11;0.11;0.02;0.04;0.06;0.02;0.06
1428;Gianluca Lapadula;PER;FW;Cagliari;it Serie A;33;1990;23;14;1205;13.4;3;1;4;2;1;1;3;0;4.8;4.1;1.1;5.1;8;4;63;0.22;0.07;0.30;0.15;0.22;0.36;0.08;0.44;0.30;0.38
1429;Aymeric Laporte;ESP;DF;Manchester City;eng Premier League;29;1994;1;0;12;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.27;0.00;0.27;0.27;0.27
1430;Julien Laporte;FRA;DF;Lorient;fr Ligue 1;29;1993;23;20;1818;20.2;0;0;0;0;0;0;4;0;0.8;0.8;0.0;0.8;5;56;3;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04
1431;Cyle Larin;CAN;FW;Mallorca;es La Liga;28;1995;35;20;1823;20.3;3;2;5;3;0;0;8;0;9.0;9.0;1.4;10.4;20;13;103;0.15;0.10;0.25;0.15;0.25;0.45;0.07;0.52;0.45;0.52
1432;Yasser Larouci;ALG;DF;Sheffield Utd;eng Premier League;22;2001;11;6;531;5.9;0;0;0;0;0;0;1;0;0.2;0.2;0.3;0.5;18;14;12;0.00;0.00;0.00;0.00;0.00;0.04;0.05;0.09;0.04;0.09
1433;Hugo Larsson;SWE;MF;Eint Frankfurt;de Bundesliga;19;2004;29;21;1886;21.0;2;1;3;2;0;0;1;0;1.3;1.3;1.4;2.7;26;68;42;0.10;0.05;0.14;0.10;0.14;0.06;0.07;0.13;0.06;0.13
1434;Jamaal Lascelles;ENG;DF;Newcastle Utd;eng Premier League;29;1993;16;13;1080;12.0;1;0;1;1;0;0;4;0;0.7;0.7;0.1;0.8;8;31;3;0.08;0.00;0.08;0.08;0.08;0.06;0.01;0.07;0.06;0.07
1435;Juanmi Latasa;ESP;FW;Getafe;es La Liga;22;2001;32;15;1555;17.3;2;0;2;2;0;0;7;1;3.6;3.5;1.5;5.0;7;16;82;0.12;0.00;0.12;0.12;0.12;0.21;0.09;0.29;0.20;0.29
1436;Toni Lato;ESP;DF;Mallorca;es La Liga;25;1997;28;16;1544;17.2;0;1;1;0;0;0;3;0;0.2;0.2;1.3;1.6;30;39;110;0.00;0.06;0.06;0.00;0.06;0.01;0.08;0.09;0.01;0.09
1437;Armand Lauriente;FRA;FW;Sassuolo;it Serie A;24;1998;37;35;2908;32.3;5;4;9;5;0;0;5;0;5.7;5.7;4.0;9.7;125;99;268;0.15;0.12;0.28;0.15;0.28;0.18;0.12;0.30;0.18;0.30
1438;Roméo Lavia;BEL;MF;Chelsea;eng Premier League;19;2004;1;0;33;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1439;Lázaro;BRA;FW,MF;Almería;es La Liga;21;2002;14;2;285;3.2;0;0;0;0;0;0;0;0;0.9;0.9;0.5;1.4;5;6;34;0.00;0.00;0.00;0.00;0.00;0.28;0.17;0.45;0.28;0.45
1440;Valentino Lazaro;AUT;DF,MF;Torino;it Serie A;27;1996;35;21;1994;22.2;0;4;4;0;0;0;3;0;1.7;1.7;2.9;4.7;53;94;106;0.00;0.18;0.18;0.00;0.18;0.08;0.13;0.21;0.08;0.21
1441;Darko Lazović;SRB;FW,MF;Hellas Verona;it Serie A;32;1990;32;22;1928;21.4;3;2;5;2;1;1;0;1;2.8;2.0;4.4;6.4;43;66;139;0.14;0.09;0.23;0.09;0.19;0.13;0.21;0.34;0.09;0.30
1442;Manuel Lazzari;ITA;DF;Lazio;it Serie A;29;1993;24;19;1671;18.6;0;2;2;0;0;0;4;1;1.0;1.0;1.3;2.3;73;62;104;0.00;0.11;0.11;0.00;0.11;0.06;0.07;0.13;0.06;0.13
1443;Théo Le Bris;FRA;DF,MF;Lorient;fr Ligue 1;20;2002;26;15;1516;16.8;0;2;2;0;0;0;2;0;1.2;1.2;1.6;2.8;56;58;117;0.00;0.12;0.12;0.00;0.12;0.07;0.10;0.17;0.07;0.17
1444;Julien Le Cardinal;FRA;DF;Brest;fr Ligue 1;25;1997;12;5;473;5.3;0;0;0;0;0;0;3;0;0.3;0.3;0.1;0.4;3;24;4;0.00;0.00;0.00;0.00;0.00;0.05;0.02;0.08;0.05;0.08
1445;Julien Le Cardinal;FRA;DF;Lens;fr Ligue 1;25;1997;2;0;58;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;4;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1446;Jérémy Le Douaron;FRA;FW;Brest;fr Ligue 1;25;1998;33;19;1618;18.0;4;0;4;4;0;0;3;0;6.2;6.2;1.0;7.2;48;21;130;0.22;0.00;0.22;0.22;0.22;0.34;0.06;0.40;0.34;0.40
1447;Enzo Le Fée;FRA;MF;Rennes;fr Ligue 1;23;2000;25;19;1527;17.0;0;1;1;0;0;0;3;0;0.5;0.5;1.8;2.3;45;124;58;0.00;0.06;0.06;0.00;0.06;0.03;0.11;0.14;0.03;0.14
1448;Vincent Le Goff;FRA;DF,MF;Lorient;fr Ligue 1;33;1989;9;8;541;6.0;1;1;2;1;0;0;1;0;0.1;0.1;0.9;1.0;9;22;51;0.17;0.17;0.33;0.17;0.33;0.02;0.15;0.17;0.02;0.17
1449;Robin Le Normand;ESP;DF;Real Sociedad;es La Liga;26;1996;29;28;2469;27.4;2;0;2;2;0;0;13;0;1.0;1.0;0.1;1.2;21;106;1;0.07;0.00;0.07;0.07;0.07;0.04;0.00;0.04;0.04;0.04
1450;Nicola Leali;ITA;GK;Genoa;it Serie A;30;1993;3;2;176;2.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1451;Rafael Leão;POR;FW;Milan;it Serie A;24;1999;34;29;2512;27.9;9;9;18;9;0;0;5;0;10.0;10.0;9.1;19.1;160;117;293;0.32;0.32;0.64;0.32;0.64;0.36;0.32;0.68;0.36;0.68
1452;Adrien Lebeau;FRA;MF,FW;Brest;fr Ligue 1;24;1999;7;0;54;0.6;0;1;1;0;0;0;0;0;0.1;0.1;0.5;0.5;1;0;5;0.00;1.67;1.67;0.00;1.67;0.10;0.77;0.87;0.10;0.87
1453;Jean-Louis Leca;FRA;GK;Lens;fr Ligue 1;37;1985;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1454;Benjamin Lecomte;FRA;GK;Montpellier;fr Ligue 1;32;1991;30;30;2700;30.0;0;1;1;0;0;0;1;0;0.0;0.0;0.5;0.5;0;0;0;0.00;0.03;0.03;0.00;0.03;0.00;0.02;0.02;0.00;0.02
1455;Jeremías Ledesma;ARG;GK;Cádiz;es La Liga;30;1993;34;34;3048;33.9;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1456;Pierre Lees-Melou;FRA;MF;Brest;fr Ligue 1;30;1993;29;29;2517;28.0;4;0;4;4;0;0;12;1;2.4;2.4;2.4;4.8;51;193;43;0.14;0.00;0.14;0.14;0.14;0.09;0.08;0.17;0.09;0.17
1457;Diogo Leite;POR;DF;Union Berlin;de Bundesliga;24;1999;32;31;2702;30.0;0;0;0;0;0;0;6;0;0.8;0.8;0.2;1.0;14;121;4;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.03;0.03;0.03
1458;Maxim Leitsch;GER;DF;Mainz 05;de Bundesliga;25;1998;7;4;379;4.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1459;Florian Lejeune;FRA;DF;Rayo Vallecano;es La Liga;32;1991;37;37;3327;37.0;3;1;4;3;0;0;5;0;3.3;3.3;0.7;4.0;15;114;4;0.08;0.03;0.11;0.08;0.11;0.09;0.02;0.11;0.09;0.11
1460;Stefan Lekovic;SRB;DF;Villarreal;es La Liga;19;2004;1;0;29;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1461;Iñigo Lekue;ESP;DF;Athletic Club;es La Liga;30;1993;27;22;2002;22.2;0;2;2;0;0;0;4;0;0.2;0.2;1.1;1.2;44;119;35;0.00;0.09;0.09;0.00;0.09;0.01;0.05;0.06;0.01;0.06
1462;Thomas Lemar;FRA;MF;Atlético Madrid;es La Liga;27;1995;3;3;164;1.8;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;5;13;9;0.00;0.00;0.00;0.00;0.00;0.09;0.01;0.10;0.09;0.10
1463;Mario Lemina;GAB;MF;Wolves;eng Premier League;29;1993;35;34;2968;33.0;4;1;5;4;0;0;12;1;4.6;4.6;1.5;6.2;32;76;49;0.12;0.03;0.15;0.12;0.15;0.14;0.05;0.19;0.14;0.19
1464;Álvaro Lemos;ESP;DF;Las Palmas;es La Liga;30;1993;4;3;251;2.8;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;6;17;8;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
1465;Ruben Lendinez;ESP;DF;Valencia;es La Liga;20;2003;1;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1466;Clément Lenglet;FRA;DF;Aston Villa;eng Premier League;28;1995;14;14;1153;12.8;0;1;1;0;0;0;3;0;0.9;0.9;0.8;1.6;26;51;1;0.00;0.08;0.08;0.00;0.08;0.07;0.06;0.13;0.07;0.13
1467;Bernd Leno;GER;GK;Fulham;eng Premier League;31;1992;38;38;3420;38.0;0;0;0;0;0;0;3;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1468;Christopher Lenz;GER;DF,MF;RB Leipzig;de Bundesliga;28;1994;5;0;47;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;1;2;7;0.00;0.00;0.00;0.00;0.00;0.00;0.22;0.22;0.00;0.22
1469;Christopher Lenz;GER;DF;Eint Frankfurt;de Bundesliga;28;1994;1;0;10;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1470;Johann Lepenant;FRA;MF;Lyon;fr Ligue 1;20;2002;6;2;253;2.8;0;0;0;0;0;0;1;0;0.1;0.1;0.1;0.2;5;24;6;0.00;0.00;0.00;0.00;0.00;0.05;0.03;0.08;0.05;0.08
